orf_id	aa_A	aa_C	aa_D	aa_E	aa_F	aa_G	aa_H	aa_I	aa_K	aa_L	aa_M	aa_N	aa_P	aa_Q	aa_R	aa_S	aa_T	aa_V	aa_W	aa_Y	grp_tiny	grp_small	grp_aliphatic	grp_aromatic	grp_polar	grp_nonpolar	grp_charged	grp_turnforming	phys_mw	phys_charge	phys_hydrophobicity	phys_hydro_ratio	phys_amphipathic	phys_boman	phys_ww	phys_aliphatic_idx	phys_gravy	phys_pi	phys_aromaticity	phys_disorder	dp_LL	dp_KK	dp_KL	dp_LK	dp_AA	dp_GG	dp_RR	dp_VV
contig_1_s-_f1_orf438	0.063636	0.027273	0.036364	0.045455	0.045455	0.072727	0.027273	0.045455	0.018182	0.072727	0.036364	0.036364	0.027273	0.045455	0.054545	0.054545	0.072727	0.063636	0.054545	0.1	0.190909	0.454545	0.245455	0.2	0.418182	0.481818	0.181818	0.227273	13048.9	2	0.1186	0.3818	0.062	-0.4055	0.0092	70.91	-0.1955	7.09	0.2	0.3273	0.009174	0.0	0.0	0.0	0.0	0.027523	0.0	0.009174
contig_4_s+_f2_orf426	0.060976	0.042683	0.02439	0.067073	0.060976	0.030488	0.085366	0.036585	0.04878	0.036585	0.04878	0.054878	0.054878	0.079268	0.04878	0.04878	0.030488	0.04878	0.04878	0.042683	0.140244	0.396341	0.182927	0.152439	0.530488	0.426829	0.27439	0.213415	19883.6	15	-0.0551	0.3415	0.2872	-0.2133	0.2216	48.78	-0.7439	7.46	0.1524	0.3902	0.0	0.0	0.0	0.0	0.006135	0.0	0.0	0.0
contig_4_s-_f1_orf1	0.068571	0.028571	0.062857	0.091429	0.051429	0.011429	0.08	0.045714	0.108571	0.057143	0.102857	0.028571	0.017143	0.022857	0.062857	0.028571	0.005714	0.057143	0.057143	0.011429	0.108571	0.308571	0.228571	0.12	0.52	0.468571	0.405714	0.148571	21718.6	17	-0.1053	0.44	0.1842	-0.2701	0.3129	63.54	-0.6103	7.49	0.12	0.3486	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.005747
contig_4_s-_f2_orf622	0.038835	0.038835	0.048544	0.048544	0.048544	0.087379	0.029126	0.097087	0.029126	0.058252	0.038835	0.058252	0.029126	0.048544	0.048544	0.07767	0.048544	0.048544	0.009709	0.067961	0.203883	0.475728	0.242718	0.126214	0.475728	0.456311	0.203883	0.300971	11739.4	1	0.0762	0.3398	0.1333	-0.3211	0.1483	78.54	-0.1748	7.05	0.1262	0.3592	0.0	0.0	0.0	0.0	0.0	0.009804	0.0	0.0
contig_5_s-_f1_orf39	0.111111	0.012346	0.098765	0.098765	0.024691	0.024691	0.074074	0.061728	0.049383	0.037037	0.061728	0.012346	0.037037	0.024691	0.074074	0.0	0.012346	0.08642	0.061728	0.037037	0.135802	0.395062	0.296296	0.123457	0.45679	0.506173	0.395062	0.17284	9833.7	0	-0.0493	0.4444	0.3146	-0.2258	0.336	74.69	-0.5667	7.0	0.1235	0.3457	0.0	0.0	0.0	0.0	0.0125	0.0	0.0	0.0
contig_3_s-_f2_orf85	0.088496	0.017699	0.070796	0.053097	0.061947	0.00885	0.106195	0.026549	0.115044	0.070796	0.061947	0.026549	0.044248	0.044248	0.070796	0.00885	0.017699	0.044248	0.035398	0.026549	0.106195	0.327434	0.230088	0.123894	0.530973	0.442478	0.415929	0.159292	13929.6	19	-0.18	0.3894	0.3292	-0.1695	0.3278	59.65	-0.8796	7.84	0.1239	0.3628	0.008929	0.017857	0.0	0.017857	0.0	0.0	0.008929	0.0
contig_4_s+_f1_orf92	0.05	0.065	0.065	0.04	0.045	0.055	0.03	0.065	0.055	0.045	0.055	0.06	0.045	0.03	0.04	0.06	0.05	0.075	0.04	0.03	0.165	0.525	0.235	0.115	0.495	0.475	0.23	0.285	22988.1	4	0.0596	0.375	0.1001	-0.3069	0.1729	69.65	-0.1635	7.1	0.115	0.335	0.0	0.005025	0.0	0.0	0.0	0.0	0.0	0.01005
contig_1_s-_f2_orf564	0.056604	0.0	0.037736	0.056604	0.056604	0.056604	0.0	0.056604	0.037736	0.037736	0.132075	0.018868	0.09434	0.037736	0.056604	0.056604	0.09434	0.037736	0.018868	0.056604	0.169811	0.45283	0.188679	0.132075	0.396226	0.54717	0.188679	0.264151	6166.8	0	0.077	0.3962	0.3372	-0.3851	0.1285	53.4	-0.2377	7.0	0.1321	0.3962	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_3_s+_f0_orf260	0.025	0.025	0.041667	0.066667	0.091667	0.041667	0.058333	0.033333	0.033333	0.016667	0.108333	0.075	0.025	0.058333	0.025	0.025	0.05	0.075	0.083333	0.041667	0.091667	0.383333	0.15	0.216667	0.458333	0.5	0.225	0.208333	15031.5	1	0.1087	0.4333	0.1632	-0.4488	0.0564	43.75	-0.4175	7.04	0.2167	0.275	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.008403
contig_5_s+_f2_orf470	0.042553	0.053191	0.053191	0.021277	0.031915	0.053191	0.053191	0.053191	0.042553	0.053191	0.053191	0.053191	0.042553	0.085106	0.085106	0.021277	0.021277	0.074468	0.042553	0.06383	0.117021	0.414894	0.223404	0.138298	0.489362	0.446809	0.255319	0.223404	11391.5	10	-0.077	0.3511	0.3094	-0.2797	0.1596	67.34	-0.5521	7.53	0.1383	0.3085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_3_s-_f1_orf558	0.045045	0.045045	0.054054	0.036036	0.099099	0.072072	0.054054	0.009009	0.027027	0.036036	0.027027	0.045045	0.072072	0.036036	0.063063	0.036036	0.063063	0.036036	0.063063	0.081081	0.153153	0.468468	0.126126	0.243243	0.459459	0.459459	0.234234	0.279279	13515.3	6	0.0087	0.3153	0.1154	-0.2798	0.0424	32.52	-0.6892	7.27	0.2432	0.3243	0.0	0.0	0.0	0.0	0.009091	0.0	0.0	0.0
contig_2_s+_f1_orf401	0.048544	0.009709	0.058252	0.038835	0.048544	0.038835	0.048544	0.048544	0.048544	0.067961	0.048544	0.029126	0.038835	0.038835	0.087379	0.07767	0.058252	0.058252	0.038835	0.067961	0.165049	0.417476	0.223301	0.15534	0.495146	0.436893	0.281553	0.242718	12421.5	9	-0.071	0.3592	0.1287	-0.2983	0.1462	67.18	-0.5583	7.44	0.1553	0.3301	0.009804	0.009804	0.0	0.0	0.0	0.0	0.009804	0.0
contig_6_s+_f1_orf62	0.056338	0.0	0.070423	0.098592	0.042254	0.014085	0.070423	0.056338	0.084507	0.070423	0.042254	0.028169	0.028169	0.014085	0.140845	0.042254	0.014085	0.070423	0.056338	0.0	0.112676	0.323944	0.253521	0.098592	0.56338	0.43662	0.464789	0.183099	8861.8	9	-0.2934	0.3944	0.1634	-0.1527	0.3873	75.49	-0.9563	7.63	0.0986	0.338	0.0	0.0	0.014286	0.014286	0.014286	0.0	0.0	0.0
contig_1_s-_f0_orf280	0.028571	0.085714	0.114286	0.028571	0.085714	0.057143	0.114286	0.114286	0.085714	0.028571	0.085714	0.028571	0.0	0.0	0.0	0.0	0.0	0.028571	0.0	0.114286	0.085714	0.342857	0.2	0.2	0.457143	0.428571	0.342857	0.2	4301.8	2	0.1549	0.3714	0.0952	-0.4294	0.1574	66.86	-0.06	7.29	0.2	0.2	0.0	0.029412	0.0	0.0	0.0	0.0	0.0	0.0
contig_4_s-_f2_orf121	0.033333	0.0	0.066667	0.05	0.05	0.083333	0.0	0.05	0.016667	0.066667	0.116667	0.033333	0.083333	0.05	0.016667	0.033333	0.066667	0.033333	0.083333	0.066667	0.15	0.433333	0.183333	0.2	0.333333	0.6	0.15	0.3	7187.8	-5	0.2233	0.4333	0.2017	-0.5245	-0.037	58.5	-0.2017	6.58	0.2	0.35	0.0	0.0	0.0	0.0	0.0	0.033898	0.0	0.0
contig_6_s+_f0_orf605	0.050505	0.075758	0.030303	0.060606	0.055556	0.035354	0.045455	0.040404	0.075758	0.055556	0.055556	0.040404	0.050505	0.070707	0.045455	0.060606	0.040404	0.005051	0.065657	0.040404	0.146465	0.388889	0.151515	0.161616	0.545455	0.414141	0.257576	0.217172	24045.5	15	-0.0617	0.3283	0.1703	-0.2178	0.1582	43.94	-0.6803	7.38	0.1616	0.404	0.005076	0.005076	0.005076	0.015228	0.0	0.005076	0.0	0.0
contig_3_s+_f0_orf563	0.072289	0.060241	0.012048	0.024096	0.048193	0.060241	0.048193	0.024096	0.036145	0.036145	0.084337	0.048193	0.072289	0.012048	0.084337	0.060241	0.072289	0.036145	0.048193	0.060241	0.192771	0.493976	0.168675	0.156627	0.457831	0.481928	0.204819	0.253012	9784.8	11	-0.0013	0.3494	0.101	-0.3193	0.0741	41.2	-0.3988	7.66	0.1566	0.3373	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_2_s-_f0_orf635	0.022727	0.034091	0.068182	0.022727	0.056818	0.079545	0.034091	0.079545	0.022727	0.056818	0.056818	0.045455	0.045455	0.068182	0.079545	0.056818	0.079545	0.022727	0.045455	0.022727	0.159091	0.454545	0.181818	0.125	0.511364	0.465909	0.227273	0.295455	10354.1	4	-0.0259	0.3409	0.1297	-0.3027	0.1223	62.05	-0.4852	7.23	0.125	0.3182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_4_s+_f1_orf215	0.064815	0.064815	0.027778	0.037037	0.037037	0.018519	0.055556	0.064815	0.083333	0.037037	0.055556	0.037037	0.092593	0.055556	0.055556	0.046296	0.037037	0.055556	0.037037	0.037037	0.12963	0.444444	0.222222	0.111111	0.5	0.462963	0.259259	0.222222	12775.4	14	-0.0395	0.3519	0.1917	-0.2524	0.2223	62.31	-0.45	7.65	0.1111	0.3981	0.009346	0.009346	0.0	0.0	0.0	0.0	0.0	0.0
contig_3_s+_f1_orf616	0.041667	0.083333	0.041667	0.072917	0.083333	0.010417	0.03125	0.052083	0.041667	0.041667	0.0625	0.052083	0.03125	0.052083	0.052083	0.03125	0.03125	0.104167	0.0625	0.020833	0.083333	0.427083	0.239583	0.166667	0.489583	0.489583	0.239583	0.166667	11738.3	1	0.0922	0.4479	0.2637	-0.4245	0.1378	70.94	0.0188	7.05	0.1667	0.2812	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.021053
contig_3_s-_f1_orf82	0.0625	0.0375	0.025	0.1125	0.0625	0.0375	0.0875	0.025	0.0875	0.075	0.0625	0.0125	0.0375	0.0	0.1125	0.0125	0.0125	0.0375	0.0375	0.0625	0.1125	0.275	0.2	0.1625	0.5	0.4375	0.425	0.125	10071.2	12	-0.1816	0.3625	0.1981	-0.2122	0.305	56.12	-0.8062	7.75	0.1625	0.35	0.0	0.025316	0.012658	0.025316	0.0	0.0	0.0	0.0
contig_1_s-_f0_orf132	0.049451	0.038462	0.043956	0.043956	0.043956	0.054945	0.049451	0.049451	0.087912	0.032967	0.043956	0.076923	0.082418	0.06044	0.049451	0.038462	0.021978	0.043956	0.038462	0.049451	0.142857	0.450549	0.175824	0.131868	0.510989	0.43956	0.274725	0.296703	21560.4	18	-0.1151	0.3022	0.2061	-0.1412	0.24	49.84	-0.8868	7.49	0.1319	0.4176	0.0	0.01105	0.0	0.01105	0.01105	0.005525	0.005525	0.005525
contig_1_s-_f0_orf164	0.041667	0.075	0.066667	0.033333	0.05	0.025	0.058333	0.058333	0.033333	0.008333	0.033333	0.083333	0.05	0.033333	0.058333	0.066667	0.05	0.05	0.083333	0.041667	0.133333	0.508333	0.158333	0.175	0.558333	0.4	0.25	0.291667	14600.7	6	-0.0453	0.325	0.1455	-0.2313	0.1267	44.67	-0.675	7.25	0.175	0.2833	0.0	0.0	0.0	0.0	0.0	0.0	0.008403	0.0
contig_3_s+_f0_orf521	0.0625	0.026786	0.053571	0.044643	0.053571	0.017857	0.053571	0.035714	0.044643	0.080357	0.0625	0.053571	0.044643	0.0625	0.053571	0.044643	0.044643	0.080357	0.044643	0.035714	0.125	0.428571	0.258929	0.133929	0.482143	0.482143	0.25	0.214286	13431.9	6	0.0205	0.4196	0.2166	-0.3522	0.1617	74.82	-0.317	7.27	0.1339	0.3214	0.0	0.0	0.0	0.018018	0.0	0.0	0.0	0.027027
contig_2_s+_f0_orf140	0.075949	0.044304	0.031646	0.050633	0.050633	0.06962	0.031646	0.050633	0.025316	0.031646	0.044304	0.056962	0.063291	0.06962	0.056962	0.025316	0.050633	0.06962	0.06962	0.031646	0.170886	0.487342	0.227848	0.151899	0.443038	0.525316	0.196203	0.246835	18518.0	5	0.0614	0.3924	0.1207	-0.3097	0.1157	59.87	-0.362	7.16	0.1519	0.3797	0.006369	0.0	0.0	0.0	0.012739	0.006369	0.0	0.0
contig_3_s+_f0_orf533	0.036697	0.06422	0.036697	0.045872	0.073394	0.027523	0.073394	0.036697	0.018349	0.073394	0.073394	0.036697	0.036697	0.036697	0.06422	0.036697	0.073394	0.027523	0.073394	0.055046	0.100917	0.376147	0.174312	0.201835	0.486239	0.458716	0.238532	0.174312	13613.1	8	0.0688	0.3945	0.0801	-0.4444	0.0307	54.59	-0.2982	7.37	0.2018	0.2385	0.0	0.0	0.0	0.009259	0.0	0.0	0.0	0.0
contig_1_s-_f2_orf67	0.079365	0.079365	0.15873	0.031746	0.031746	0.047619	0.063492	0.047619	0.111111	0.0	0.031746	0.047619	0.0	0.015873	0.031746	0.015873	0.063492	0.079365	0.063492	0.0	0.142857	0.571429	0.206349	0.095238	0.619048	0.380952	0.396825	0.269841	7325.8	1	-0.1394	0.3333	0.0722	-0.0144	0.3594	49.52	-0.7635	7.08	0.0952	0.3016	0.0	0.016129	0.0	0.0	0.016129	0.0	0.0	0.0
contig_2_s-_f0_orf329	0.031447	0.018868	0.044025	0.069182	0.037736	0.031447	0.031447	0.056604	0.037736	0.018868	0.08805	0.081761	0.044025	0.037736	0.044025	0.09434	0.09434	0.062893	0.018868	0.056604	0.157233	0.503145	0.169811	0.113208	0.553459	0.389937	0.226415	0.295597	18591.9	0	-0.0463	0.3145	0.0987	-0.2077	0.2341	50.82	-0.6082	7.0	0.1132	0.3459	0.0	0.0	0.0	0.006329	0.0	0.006329	0.0	0.012658
contig_5_s+_f0_orf222	0.055556	0.038889	0.044444	0.027778	0.061111	0.005556	0.055556	0.061111	0.055556	0.05	0.072222	0.05	0.066667	0.05	0.083333	0.077778	0.038889	0.044444	0.033333	0.027778	0.138889	0.422222	0.211111	0.122222	0.522222	0.45	0.266667	0.244444	21655.3	22	-0.0795	0.3778	0.1531	-0.2981	0.1837	61.78	-0.4794	7.61	0.1222	0.3389	0.0	0.005587	0.0	0.011173	0.0	0.0	0.011173	0.005587
contig_6_s+_f2_orf307	0.086957	0.055901	0.055901	0.037267	0.099379	0.031056	0.043478	0.037267	0.049689	0.055901	0.049689	0.043478	0.043478	0.012422	0.093168	0.024845	0.043478	0.074534	0.031056	0.031056	0.142857	0.459627	0.254658	0.161491	0.459627	0.509317	0.279503	0.198758	19193.4	15	0.0081	0.4348	0.2397	-0.3538	0.1453	66.65	-0.1124	7.47	0.1615	0.2857	0.0	0.0	0.0	0.0	0.00625	0.0	0.025	0.0
contig_1_s+_f0_orf216	0.04878	0.067073	0.04878	0.036585	0.02439	0.073171	0.02439	0.030488	0.042683	0.030488	0.060976	0.067073	0.04878	0.04878	0.04878	0.060976	0.042683	0.04878	0.067073	0.079268	0.182927	0.506098	0.158537	0.170732	0.487805	0.432927	0.20122	0.29878	19425.8	5	-0.0143	0.311	0.2526	-0.2323	0.0932	42.8	-0.6201	7.15	0.1707	0.3598	0.0	0.0	0.0	0.0	0.018405	0.006135	0.0	0.006135
contig_3_s-_f1_orf572	0.078947	0.0	0.013158	0.052632	0.026316	0.052632	0.052632	0.0	0.092105	0.013158	0.131579	0.065789	0.026316	0.065789	0.039474	0.013158	0.065789	0.092105	0.052632	0.065789	0.144737	0.407895	0.184211	0.144737	0.460526	0.473684	0.25	0.171053	9190.2	9	-0.0567	0.3947	0.2929	-0.2574	0.1786	39.74	-0.7461	7.59	0.1447	0.3816	0.0	0.013333	0.0	0.0	0.0	0.0	0.0	0.013333
contig_1_s-_f0_orf127	0.068182	0.075758	0.022727	0.05303	0.030303	0.060606	0.060606	0.030303	0.05303	0.068182	0.015152	0.030303	0.060606	0.060606	0.030303	0.045455	0.022727	0.045455	0.083333	0.083333	0.174242	0.431818	0.212121	0.19697	0.454545	0.462121	0.219697	0.219697	15857.2	9	0.0741	0.3409	0.0594	-0.305	0.0703	58.41	-0.4652	7.34	0.197	0.4015	0.0	0.0	0.0	0.015267	0.0	0.0	0.007634	0.0
contig_2_s-_f0_orf581	0.0	0.052632	0.026316	0.078947	0.078947	0.078947	0.0	0.026316	0.052632	0.105263	0.078947	0.052632	0.052632	0.026316	0.026316	0.131579	0.026316	0.105263	0.0	0.0	0.210526	0.526316	0.236842	0.078947	0.473684	0.526316	0.184211	0.342105	4194.6	-1	0.1495	0.3947	0.4543	-0.4192	0.1934	81.84	0.2553	6.87	0.0789	0.4211	0.0	0.0	0.0	0.027027	0.0	0.0	0.0	0.027027
contig_6_s-_f2_orf570	0.038961	0.051948	0.064935	0.077922	0.064935	0.038961	0.051948	0.064935	0.012987	0.0	0.025974	0.051948	0.077922	0.038961	0.025974	0.051948	0.038961	0.051948	0.116883	0.051948	0.12987	0.467532	0.155844	0.233766	0.467532	0.480519	0.233766	0.285714	9518.1	-4	0.1081	0.3636	0.1327	-0.3334	0.0713	44.29	-0.5922	6.74	0.2338	0.3377	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_4_s-_f1_orf115	0.049505	0.049505	0.049505	0.059406	0.059406	0.059406	0.059406	0.079208	0.049505	0.039604	0.069307	0.029703	0.039604	0.069307	0.059406	0.019802	0.019802	0.029703	0.039604	0.069307	0.128713	0.346535	0.19802	0.168317	0.465347	0.465347	0.277228	0.19802	12329.5	6	0.0034	0.3663	0.0816	-0.315	0.1656	59.9	-0.4782	7.3	0.1683	0.3465	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.0
contig_3_s-_f0_orf124	0.051282	0.051282	0.051282	0.102564	0.051282	0.0	0.0	0.051282	0.0	0.051282	0.102564	0.076923	0.076923	0.051282	0.051282	0.102564	0.0	0.025641	0.051282	0.051282	0.153846	0.435897	0.179487	0.153846	0.487179	0.461538	0.205128	0.307692	4733.2	-4	0.0164	0.3846	0.1446	-0.2974	0.1754	52.56	-0.4436	6.49	0.1538	0.3846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_6_s-_f1_orf150	0.097561	0.073171	0.04878	0.085366	0.036585	0.060976	0.02439	0.02439	0.04878	0.060976	0.060976	0.060976	0.036585	0.04878	0.036585	0.04878	0.02439	0.02439	0.036585	0.060976	0.207317	0.47561	0.207317	0.134146	0.5	0.439024	0.243902	0.256098	9497.1	-2	-0.0135	0.3415	0.1615	-0.1462	0.2283	50.12	-0.5171	6.88	0.1341	0.4268	0.0	0.012346	0.0	0.012346	0.012346	0.0	0.0	0.0
contig_5_s-_f1_orf551	0.016529	0.049587	0.057851	0.066116	0.041322	0.033058	0.041322	0.090909	0.033058	0.049587	0.024793	0.066116	0.082645	0.041322	0.041322	0.066116	0.066116	0.041322	0.049587	0.041322	0.115702	0.479339	0.198347	0.132231	0.528926	0.429752	0.239669	0.305785	14336.4	-1	0.0155	0.314	0.218	-0.2626	0.1964	68.43	-0.5124	6.96	0.1322	0.3388	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_3_s-_f2_orf12	0.0625	0.0625	0.05	0.0625	0.0625	0.025	0.05	0.1	0.0375	0.075	0.0625	0.0125	0.025	0.0375	0.075	0.0125	0.0375	0.075	0.0625	0.0125	0.1	0.3625	0.3125	0.1375	0.4375	0.55	0.275	0.125	9727.1	4	0.1356	0.5	0.3774	-0.5259	0.1245	96.25	0.2412	7.25	0.1375	0.2625	0.012658	0.0	0.0	0.0	0.0	0.0	0.0	0.025316
contig_1_s+_f0_orf396	0.049587	0.041322	0.066116	0.057851	0.049587	0.057851	0.049587	0.033058	0.016529	0.041322	0.041322	0.07438	0.041322	0.049587	0.07438	0.033058	0.041322	0.049587	0.057851	0.07438	0.140496	0.454545	0.173554	0.181818	0.504132	0.421488	0.264463	0.272727	14727.5	2	-0.0732	0.3223	0.2637	-0.2043	0.1576	48.35	-0.795	7.08	0.1818	0.3058	0.0	0.0	0.008333	0.0	0.008333	0.0	0.0	0.0
contig_1_s+_f1_orf36	0.071429	0.035714	0.0	0.071429	0.142857	0.035714	0.071429	0.035714	0.071429	0.0	0.071429	0.035714	0.035714	0.035714	0.071429	0.071429	0.035714	0.035714	0.071429	0.0	0.178571	0.357143	0.142857	0.214286	0.5	0.5	0.285714	0.178571	3471.8	4	-0.0046	0.4286	0.0298	-0.3536	0.11	31.43	-0.4821	7.71	0.2143	0.3929	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_4_s+_f1_orf123	0.067568	0.135135	0.094595	0.054054	0.040541	0.0	0.040541	0.027027	0.0	0.054054	0.067568	0.067568	0.040541	0.013514	0.081081	0.027027	0.027027	0.067568	0.040541	0.054054	0.094595	0.527027	0.216216	0.135135	0.540541	0.405405	0.27027	0.22973	8924.9	-2	-0.025	0.3649	0.2113	-0.243	0.2147	57.97	-0.1986	6.86	0.1351	0.2027	0.0	0.0	0.0	0.0	0.013699	0.0	0.013699	0.013699
contig_3_s-_f1_orf507	0.027397	0.047945	0.047945	0.061644	0.041096	0.047945	0.047945	0.054795	0.047945	0.061644	0.047945	0.041096	0.020548	0.013699	0.089041	0.041096	0.089041	0.054795	0.054795	0.061644	0.116438	0.417808	0.19863	0.157534	0.527397	0.410959	0.294521	0.19863	17823.5	11	-0.0642	0.3425	0.2861	-0.296	0.1536	64.04	-0.5068	7.38	0.1575	0.2603	0.006897	0.0	0.0	0.0	0.0	0.006897	0.006897	0.0
contig_5_s+_f1_orf91	0.058824	0.117647	0.029412	0.117647	0.029412	0.0	0.088235	0.029412	0.058824	0.029412	0.088235	0.029412	0.058824	0.029412	0.058824	0.029412	0.058824	0.058824	0.0	0.029412	0.088235	0.441176	0.176471	0.058824	0.617647	0.352941	0.352941	0.147059	4038.6	2	-0.13	0.2941	0.2965	-0.0712	0.4679	45.88	-0.5529	7.29	0.0588	0.3529	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_5_s-_f2_orf52	0.089744	0.032051	0.102564	0.032051	0.076923	0.032051	0.083333	0.070513	0.076923	0.044872	0.057692	0.019231	0.019231	0.0	0.089744	0.032051	0.012821	0.057692	0.044872	0.025641	0.153846	0.397436	0.262821	0.147436	0.480769	0.49359	0.384615	0.205128	18910.9	18	-0.0519	0.4423	0.2786	-0.3182	0.2154	70.71	-0.3641	7.58	0.1474	0.2821	0.0	0.006452	0.0	0.0	0.0	0.0	0.019355	0.019355
contig_4_s-_f2_orf75	0.051282	0.0	0.076923	0.153846	0.025641	0.0	0.0	0.076923	0.051282	0.076923	0.051282	0.025641	0.025641	0.0	0.051282	0.025641	0.051282	0.102564	0.128205	0.025641	0.076923	0.358974	0.307692	0.179487	0.435897	0.538462	0.333333	0.153846	4928.4	-5	0.0903	0.5128	0.2585	-0.4415	0.1774	94.87	-0.2436	6.36	0.1795	0.3077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_5_s-_f2_orf619	0.048193	0.024096	0.084337	0.012048	0.072289	0.108434	0.024096	0.024096	0.048193	0.036145	0.060241	0.036145	0.036145	0.060241	0.036145	0.060241	0.072289	0.060241	0.072289	0.024096	0.216867	0.53012	0.168675	0.168675	0.457831	0.518072	0.204819	0.325301	9572.0	1	0.0672	0.3735	0.1451	-0.3134	0.0522	45.78	-0.4361	7.06	0.1687	0.3735	0.0	0.0	0.0	0.012195	0.012195	0.012195	0.0	0.012195
contig_1_s+_f0_orf235	0.017857	0.026786	0.035714	0.0625	0.035714	0.053571	0.053571	0.035714	0.053571	0.053571	0.0625	0.0625	0.044643	0.017857	0.089286	0.035714	0.044643	0.0625	0.098214	0.053571	0.107143	0.383929	0.169643	0.1875	0.482143	0.464286	0.294643	0.232143	14083.4	11	-0.0792	0.3661	0.2143	-0.3358	0.1011	54.73	-0.7732	7.49	0.1875	0.2857	0.0	0.0	0.0	0.0	0.0	0.0	0.009009	0.0
contig_6_s-_f2_orf240	0.056818	0.102273	0.022727	0.079545	0.034091	0.011364	0.125	0.034091	0.022727	0.045455	0.034091	0.068182	0.045455	0.045455	0.022727	0.022727	0.056818	0.045455	0.068182	0.056818	0.090909	0.431818	0.181818	0.159091	0.568182	0.375	0.272727	0.170455	10791.8	6	0.0328	0.3182	0.0888	-0.2356	0.2115	49.89	-0.5818	7.34	0.1591	0.2841	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_6_s+_f1_orf182	0.039216	0.019608	0.0	0.039216	0.039216	0.078431	0.058824	0.019608	0.058824	0.058824	0.098039	0.078431	0.078431	0.039216	0.058824	0.019608	0.0	0.058824	0.039216	0.117647	0.137255	0.372549	0.176471	0.196078	0.372549	0.509804	0.215686	0.254902	6253.9	7	0.0141	0.3529	0.0345	-0.3845	0.0624	51.57	-0.6176	7.69	0.1961	0.3529	0.0	0.0	0.02	0.0	0.0	0.0	0.0	0.0
contig_1_s+_f1_orf248	0.0	0.058824	0.058824	0.019608	0.019608	0.039216	0.029412	0.009804	0.068627	0.04902	0.04902	0.039216	0.058824	0.058824	0.078431	0.098039	0.029412	0.058824	0.098039	0.078431	0.137255	0.441176	0.117647	0.196078	0.539216	0.382353	0.254902	0.294118	12744.9	10	-0.1538	0.2843	0.319	-0.2369	0.0652	40.0	-0.9588	7.49	0.1961	0.3431	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.009901
contig_1_s-_f0_orf339	0.081081	0.027027	0.027027	0.081081	0.135135	0.081081	0.0	0.027027	0.054054	0.054054	0.054054	0.054054	0.027027	0.027027	0.054054	0.054054	0.027027	0.054054	0.027027	0.054054	0.216216	0.432432	0.216216	0.216216	0.405405	0.540541	0.216216	0.243243	4353.7	0	0.1062	0.4324	0.0557	-0.3743	0.0759	55.41	-0.1	7.0	0.2162	0.4054	0.0	0.0	0.027778	0.0	0.0	0.0	0.027778	0.0
contig_5_s+_f2_orf371	0.060976	0.012195	0.085366	0.060976	0.036585	0.036585	0.073171	0.04878	0.073171	0.036585	0.060976	0.060976	0.04878	0.02439	0.02439	0.02439	0.060976	0.109756	0.036585	0.02439	0.121951	0.5	0.256098	0.097561	0.5	0.47561	0.317073	0.256098	9564.4	2	0.0095	0.3902	0.1701	-0.2388	0.3038	71.22	-0.4817	7.12	0.0976	0.3293	0.0	0.012346	0.024691	0.0	0.0	0.0	0.0	0.012346
contig_4_s+_f0_orf303	0.017699	0.061947	0.044248	0.035398	0.079646	0.061947	0.026549	0.061947	0.070796	0.026549	0.035398	0.026549	0.053097	0.035398	0.079646	0.044248	0.088496	0.061947	0.044248	0.044248	0.123894	0.460177	0.168142	0.168142	0.513274	0.442478	0.256637	0.230088	13520.9	11	-0.0372	0.3274	0.2436	-0.295	0.1269	54.25	-0.4027	7.49	0.1681	0.3186	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
contig_3_s-_f1_orf535	0.046729	0.046729	0.074766	0.037383	0.074766	0.046729	0.046729	0.009346	0.056075	0.074766	0.056075	0.065421	0.028037	0.046729	0.046729	0.065421	0.056075	0.037383	0.046729	0.037383	0.158879	0.46729	0.168224	0.158879	0.542056	0.420561	0.261682	0.280374	12756.7	4	-0.048	0.3458	0.2708	-0.2321	0.1478	48.32	-0.6093	7.19	0.1589	0.3271	0.0	0.009434	0.009434	0.009434	0.0	0.0	0.0	0.0
